url_length,dot_count,slash_count,dash_count,underscore_count,at_count,equal_count,is_https,domain_length,path_length,type
43,3,3,0,0,0,0,1,34,1,bad
53,1,4,0,0,0,2,1,15,12,good
72,2,7,0,0,0,0,1,15,10,good
61,2,4,0,0,0,1,1,16,11,good
199,2,4,0,5,0,5,1,16,23,bad
38,2,3,1,0,0,0,1,29,1,bad
343,3,3,1,4,0,12,1,14,7,good
43,2,3,1,0,0,0,1,23,12,good
53,1,3,0,0,0,1,1,16,8,good
39,2,4,0,0,0,0,1,15,16,good
38,1,3,3,0,0,0,1,9,20,good
43,2,4,1,0,0,0,0,9,27,bad
28,2,3,1,0,0,0,1,19,1,bad
86,2,5,1,0,0,0,1,11,67,bad
45,1,5,3,0,0,0,1,13,24,bad
71,1,4,1,0,0,0,1,11,52,bad
72,1,4,0,0,0,0,1,12,52,bad
42,2,4,0,0,0,0,1,15,19,good
199,2,5,0,3,0,2,1,16,23,good
35,2,3,0,0,0,0,1,26,1,bad
41,2,3,1,0,0,0,1,32,1,bad
334,2,3,18,2,0,6,1,16,6,good
73,1,4,3,0,0,0,1,10,55,good
69,2,3,0,0,0,4,1,20,1,good
61,1,4,1,0,0,3,1,10,23,good
167,2,7,3,2,0,3,1,15,108,bad
84,1,8,0,0,0,1,1,12,26,bad
83,3,3,0,0,0,0,1,74,1,bad
106,4,5,0,0,0,0,1,23,75,bad
178,3,7,1,0,0,4,1,15,108,bad
21,1,3,0,0,0,0,1,12,1,bad
66,2,3,0,0,0,4,1,20,1,good
42,2,4,0,0,0,0,1,15,19,good
39,2,3,0,0,0,0,1,30,1,bad
70,3,4,1,0,0,0,1,43,19,bad
43,2,3,0,0,0,1,1,15,6,good
75,1,4,0,0,0,0,1,15,52,bad
43,3,3,0,0,0,0,1,34,1,bad
36,2,3,0,0,0,0,1,27,1,bad
21,1,3,0,0,0,0,1,12,1,bad
46,2,3,2,0,0,0,1,37,1,bad
30,2,3,0,0,0,0,1,21,1,bad
118,2,8,7,0,0,1,1,16,73,good
64,2,6,0,0,0,0,1,17,39,good
178,3,7,2,1,0,4,1,15,108,bad
59,3,4,0,1,0,1,1,14,11,good
205,3,4,1,4,0,2,1,16,24,bad
35,2,3,0,0,0,0,1,26,1,bad
96,2,3,0,0,0,4,1,20,1,good
34,2,3,0,0,0,0,1,25,1,bad
35,2,3,0,0,1,0,1,15,12,good
337,11,3,0,1,0,9,1,14,10,good
36,2,2,0,0,0,0,1,28,0,bad
42,2,4,1,0,0,0,1,15,19,good
51,3,4,0,0,0,0,1,21,22,bad
44,2,3,1,0,0,0,1,28,8,bad
75,2,4,0,5,0,2,1,13,14,good
87,5,8,2,0,0,0,1,30,49,bad
80,2,3,0,0,0,4,1,20,1,good
42,2,4,0,0,0,0,1,15,19,bad
44,2,3,1,0,0,0,1,35,1,bad
71,3,3,1,0,0,0,1,43,20,bad
71,2,4,4,0,0,0,1,13,50,good
112,2,10,4,0,0,0,1,10,94,good
42,2,4,0,1,0,0,1,15,19,good
47,2,4,0,0,0,0,1,15,24,good
25,1,3,0,0,0,0,1,16,1,good
33,2,3,1,0,0,0,1,24,1,bad
98,2,8,4,0,0,0,1,10,80,good
97,3,5,0,0,0,0,1,23,66,bad
88,2,4,0,0,0,0,1,15,65,bad
44,2,4,0,0,1,0,1,15,21,good
44,2,5,0,1,0,0,1,17,19,good
68,1,4,6,0,0,0,1,17,43,good
404,16,11,0,1,0,10,0,14,21,bad
47,2,4,0,0,0,0,1,17,22,good
37,2,3,0,0,0,0,1,28,1,bad
96,3,4,0,0,0,0,1,23,65,bad
51,2,5,0,0,0,0,1,20,22,good
272,3,3,0,0,0,4,1,20,1,good
42,2,3,0,0,0,0,1,33,1,bad
93,1,5,1,0,0,0,1,19,66,bad
448,4,5,14,2,0,6,1,19,26,good
31,2,3,1,0,0,0,1,22,1,bad
71,1,4,1,0,0,0,1,11,52,bad
44,2,5,1,0,0,0,1,17,19,good
40,2,5,0,0,0,0,1,17,15,good
119,2,7,3,0,0,0,1,16,94,good
62,3,6,0,0,0,0,0,24,31,bad
300,2,3,1,0,0,0,1,21,14,bad
49,2,3,2,0,0,0,1,40,1,bad
55,3,3,0,0,0,1,1,16,12,good
84,3,2,1,0,0,0,1,76,0,bad
292,7,4,1,3,0,7,1,18,13,good
49,2,3,0,0,0,0,1,21,20,good
39,2,3,0,0,0,0,1,16,15,good
91,2,3,1,0,0,3,1,15,6,good
23,1,3,1,0,0,0,0,15,1,bad
33,2,4,0,0,0,0,1,19,6,bad
33,2,3,0,0,0,0,1,24,1,bad
74,2,6,0,0,0,0,1,17,49,good
167,2,7,4,1,0,3,1,15,108,bad
30,2,3,1,0,0,0,1,21,1,bad
120,1,6,9,0,0,2,1,12,54,good
52,3,6,0,0,0,0,1,22,22,bad
105,2,7,5,0,0,0,1,16,81,good
44,2,5,1,0,0,0,1,17,19,good
51,3,4,0,0,0,0,1,21,22,bad
37,3,3,0,0,0,1,0,25,1,bad
50,2,3,0,0,0,0,0,23,18,good
38,2,3,0,0,0,0,1,25,5,bad
44,2,5,0,0,0,0,1,17,19,good
215,5,5,0,0,0,6,1,19,21,good
69,2,3,0,1,0,1,1,15,8,good
43,2,5,0,0,0,0,1,17,18,good
27,1,3,0,0,0,0,1,18,1,bad
76,2,3,0,0,0,4,1,20,1,good
77,2,7,1,1,0,0,1,10,59,good
84,3,2,1,0,0,0,1,76,0,bad
59,1,5,2,0,0,0,1,14,37,good
72,2,6,3,0,0,0,1,15,49,good
97,3,5,0,0,0,0,1,23,66,bad
1296,22,5,5,17,0,15,1,14,19,good
76,2,7,1,0,0,0,1,10,58,good
71,1,4,1,0,0,0,1,11,52,bad
93,2,7,2,0,0,0,1,16,69,good
55,1,3,0,0,0,3,1,15,7,good
25,2,3,1,0,0,0,1,16,1,bad
55,3,3,0,0,0,1,1,16,12,good
93,1,5,1,0,0,0,1,19,66,bad
39,2,3,2,0,0,0,1,30,1,bad
175,2,7,1,1,0,3,1,15,108,bad
299,2,6,4,3,0,7,1,16,20,good
43,2,3,1,0,0,1,1,15,6,good
92,1,4,1,0,0,0,1,19,65,bad
84,2,7,2,0,0,0,1,10,66,good
80,1,4,0,0,0,0,1,7,65,bad
67,1,4,0,0,0,0,1,7,52,bad
44,2,5,0,0,0,0,1,17,19,good
167,2,7,2,2,0,3,1,15,108,bad
30,4,3,0,0,0,0,1,21,1,bad
167,2,7,2,3,0,3,1,15,108,bad
148,2,6,0,1,0,1,1,16,96,good
78,2,9,0,0,0,0,1,20,50,good
108,2,3,0,1,0,1,1,15,8,good
78,3,4,0,0,0,2,1,16,7,good
43,3,3,0,0,0,0,1,34,1,bad
91,3,4,0,8,0,2,1,16,13,good
49,3,3,2,0,0,0,1,40,1,bad
92,1,3,0,0,0,2,0,18,11,good
175,2,7,1,0,0,3,1,15,108,bad
72,2,7,0,0,0,0,1,15,10,good
112,2,3,0,1,0,1,1,15,8,good
70,1,4,1,0,0,3,1,15,23,good
29,2,3,0,0,0,0,1,14,7,good
104,3,5,1,0,0,0,1,21,75,bad
33,2,3,0,0,0,0,1,16,9,good
45,3,3,0,0,0,0,1,36,1,bad
92,2,3,1,0,0,3,1,15,6,good
91,2,3,1,0,0,3,1,15,6,good
35,2,3,1,0,0,0,1,26,1,bad
85,3,3,1,0,0,0,1,76,1,bad
104,3,6,0,0,0,0,1,23,73,bad
34,2,3,1,0,0,0,1,25,1,bad
43,1,4,2,0,0,0,1,10,25,good
337,2,3,1,1,0,9,1,14,7,good
43,3,3,0,0,0,0,1,34,1,bad
43,3,3,0,0,0,0,1,34,1,bad
59,2,4,1,0,0,2,1,15,12,good
69,2,3,0,1,0,1,1,15,8,good
44,2,5,0,0,0,0,1,17,19,good
44,2,5,0,0,0,0,1,17,19,good
71,1,4,1,0,0,0,1,11,52,bad
28,2,3,2,0,0,0,1,19,1,bad
37,2,3,1,0,0,0,1,21,8,bad
31,1,3,0,0,0,0,1,22,1,bad
48,2,3,0,0,0,1,1,16,6,good
456,2,3,5,7,0,12,1,13,7,good
54,1,3,0,0,0,2,1,15,6,good
80,1,4,0,0,0,0,1,7,65,bad
51,3,4,0,0,0,0,1,21,22,bad
41,2,3,2,0,0,0,1,31,1,bad
45,2,3,0,0,0,1,1,16,10,good
46,2,5,0,0,0,0,1,17,21,good
32,2,3,0,0,0,0,1,23,1,bad
113,2,7,7,0,0,0,1,16,89,good
40,3,3,0,0,0,0,1,31,1,bad
108,3,8,2,3,0,0,1,10,90,good
79,3,4,6,0,0,0,1,33,38,bad
72,2,7,0,0,0,0,1,15,10,good
102,3,7,0,0,0,2,1,15,10,good
72,2,7,0,0,0,0,1,15,10,good
32,2,3,0,0,0,0,1,23,1,bad
169,2,7,0,5,0,4,1,16,47,good
84,3,2,1,0,0,0,1,76,0,bad
193,3,4,0,5,0,2,1,21,21,good
62,2,6,2,0,0,0,1,16,38,good
93,4,4,0,0,0,2,1,37,28,bad
25,1,3,0,0,0,0,0,17,1,bad
24,1,3,0,0,0,0,1,15,1,good
34,3,3,0,0,0,0,1,24,1,bad
31,2,3,0,0,0,0,1,22,1,bad
31,2,3,1,0,0,0,1,22,1,bad
178,3,7,3,1,0,4,1,15,108,bad
34,3,3,0,0,0,0,1,25,1,bad
107,2,3,2,0,0,5,1,15,6,good
61,3,3,1,0,0,0,1,43,10,bad
72,2,6,0,0,0,0,1,17,47,good
72,2,7,0,0,0,0,1,15,10,good
44,2,5,0,0,0,0,1,17,19,good
93,1,5,1,0,0,0,1,19,66,bad
47,2,3,0,0,1,0,1,15,24,good
115,2,7,7,0,0,0,1,16,91,good
547,4,5,13,10,0,9,1,15,31,good
83,3,3,0,0,0,0,1,74,1,bad
36,1,4,1,0,0,0,1,10,18,good
110,2,7,5,0,0,0,1,16,86,good
134,4,5,0,0,1,4,1,26,8,bad
42,2,4,0,0,0,0,1,15,19,good
94,4,3,1,0,0,0,1,76,10,bad
43,2,3,0,0,0,1,1,15,6,good
36,2,3,0,0,0,0,1,27,1,bad
115,3,5,6,0,0,0,1,25,81,good
303,2,3,1,1,0,9,1,14,7,good
31,2,3,0,0,0,0,1,18,2,good
50,2,4,1,0,0,0,1,17,25,good
68,2,6,0,0,0,0,1,16,44,good
38,2,6,0,0,0,0,1,15,10,good
59,1,4,0,0,0,2,1,15,18,good
51,3,4,0,0,0,0,1,21,22,bad
36,2,3,1,0,0,0,1,27,1,bad
167,2,7,3,0,0,3,1,15,108,bad
92,1,4,1,0,0,0,1,19,65,bad
93,4,3,1,0,0,0,1,76,9,bad
128,2,6,9,0,0,0,1,16,103,good
1417,14,3,6,0,0,4,1,20,1,good
21,1,3,0,0,0,0,0,13,1,bad
19,1,3,0,0,0,0,1,5,6,bad
29,2,3,0,0,0,0,1,20,1,bad
48,3,3,2,0,0,0,1,39,1,bad
107,3,5,0,0,0,0,1,23,76,bad
43,4,3,0,0,0,0,1,16,19,good
39,2,3,0,0,0,0,1,24,7,bad
46,3,3,0,0,0,0,1,37,1,bad
126,3,4,0,11,0,3,1,16,13,good
48,1,3,0,0,0,3,1,15,7,good
34,2,3,1,0,0,0,1,25,1,bad
40,2,3,1,0,0,0,1,25,7,bad
39,1,4,0,0,0,0,1,16,15,good
28,1,4,0,0,0,0,0,17,4,bad
72,2,7,0,0,0,0,1,15,10,good
30,2,3,0,0,0,0,1,21,1,bad
29,1,3,1,0,0,0,1,9,11,good
52,3,3,0,0,0,0,1,43,1,bad
38,2,4,0,0,0,0,1,28,2,bad
42,2,4,0,0,0,0,1,15,19,good
167,2,7,3,0,0,3,1,15,108,bad
468,4,5,14,2,0,7,1,19,26,good
44,2,5,0,0,0,0,1,17,19,good
167,2,7,1,2,0,3,1,15,108,bad
78,2,4,4,0,0,0,1,16,54,good
83,3,3,0,0,0,0,1,74,1,bad
44,2,5,0,0,0,0,1,17,19,good
62,2,3,0,0,0,4,1,20,1,good
92,1,4,1,0,0,0,1,19,65,bad
96,3,4,0,0,0,0,1,23,65,bad
51,3,3,0,0,0,0,1,42,1,bad
51,3,4,0,0,0,0,1,21,22,bad
71,1,4,1,0,0,0,1,11,52,bad
33,2,3,0,0,0,0,1,24,1,bad
69,2,5,1,1,0,0,1,21,21,good
111,2,7,6,0,0,0,1,16,87,good
52,2,7,0,0,0,0,1,16,28,good
30,1,3,2,0,0,0,0,22,1,bad
42,2,4,1,0,0,0,1,15,19,good
94,2,6,4,0,0,1,1,14,57,good
47,2,5,1,0,0,0,1,16,23,good
38,2,3,1,0,0,0,1,29,1,bad
44,2,5,0,0,0,0,1,17,19,good
54,1,3,1,0,0,2,1,10,7,good
115,2,7,7,0,0,0,1,16,91,good
58,3,3,4,0,0,0,1,49,1,bad
34,2,3,0,0,0,0,1,25,1,bad
48,2,4,0,0,0,0,1,16,24,bad
92,1,4,1,0,0,0,1,19,65,bad
71,2,3,2,0,0,1,1,15,9,good
84,3,2,1,0,0,0,1,76,0,bad
39,3,3,1,0,0,0,1,30,1,bad
101,4,3,1,0,0,0,1,76,17,bad
44,2,5,0,0,0,0,1,17,19,good
124,2,7,7,0,0,0,1,16,100,good
44,2,5,1,0,0,0,1,17,19,good
35,2,4,0,0,0,0,1,14,13,good
347,6,4,3,2,0,6,1,19,30,good
20,1,3,0,0,0,0,1,11,1,bad
44,2,5,0,1,0,0,1,17,19,good
42,2,4,0,0,0,0,1,15,19,good
44,2,5,0,0,0,0,1,17,19,good
89,2,3,0,0,0,2,1,16,8,good
71,1,4,1,0,0,0,1,11,52,bad
96,1,7,2,3,0,0,1,10,78,good
29,2,3,1,0,0,0,1,20,1,bad
64,2,6,0,3,0,0,1,17,39,good
106,1,7,2,0,0,0,1,10,88,good
64,2,6,0,0,0,0,1,17,39,good
92,1,4,1,0,0,0,1,19,65,bad
64,2,6,0,0,0,0,1,17,39,good
113,4,5,0,0,0,0,1,23,82,bad
52,2,5,0,0,0,0,1,16,28,bad
44,2,5,1,0,0,0,1,17,19,good
63,2,5,0,0,0,0,1,17,38,good
19,2,3,2,0,0,0,0,11,1,bad
106,3,4,2,0,0,2,1,25,40,good
25,1,3,0,0,0,0,1,14,3,bad
345,6,3,0,1,0,8,1,18,17,good
63,2,3,0,0,0,4,1,20,1,good
72,2,7,0,0,0,0,1,15,10,good
104,2,5,1,0,0,0,1,19,77,bad
60,1,4,2,0,0,0,1,10,42,good
60,3,3,0,0,0,1,1,26,9,bad
83,5,7,0,0,0,1,1,15,10,good
153,2,7,0,5,0,3,1,16,46,good
72,2,7,0,0,0,0,1,15,10,good
65,3,3,2,0,0,0,1,43,14,bad
49,2,3,0,0,0,2,1,15,6,good
92,1,4,1,0,0,0,1,19,65,bad
84,3,2,1,0,0,0,1,76,0,bad
44,2,5,0,0,0,0,1,17,19,good
128,1,3,8,0,0,3,1,16,7,good
29,2,2,0,0,0,0,0,22,0,bad
74,3,3,0,0,0,2,1,16,6,good
71,2,3,0,0,0,4,1,20,1,good
175,2,7,2,1,0,3,1,15,108,bad
75,2,5,3,0,0,0,1,10,57,good
42,2,4,0,0,0,0,1,15,19,good
92,2,3,0,0,0,4,1,20,1,good
318,5,4,4,4,0,9,1,18,14,good
43,3,3,0,0,0,0,1,34,1,bad
43,3,3,0,0,0,0,1,34,1,bad
38,2,6,0,0,0,0,1,15,10,good
32,2,3,1,0,0,0,1,23,1,bad
44,2,5,0,0,0,0,1,17,19,good
187,2,5,0,4,0,3,1,16,93,good
30,2,3,1,0,0,0,1,21,1,bad
43,3,3,0,0,0,0,1,34,1,bad
44,2,4,1,0,0,0,1,18,18,good
91,2,3,0,0,0,3,1,15,6,good
33,2,3,1,0,0,0,1,15,10,bad
288,3,5,0,10,0,10,1,16,16,good
44,2,5,0,0,0,0,1,17,19,good
52,3,3,1,0,0,0,1,43,1,bad
59,2,5,1,0,0,0,0,16,36,bad
64,1,5,0,0,0,1,1,9,24,good
34,2,3,1,0,0,0,1,25,1,bad
42,2,3,2,0,0,1,1,15,13,good
96,3,4,0,0,0,0,1,23,65,bad
44,2,5,1,0,0,0,1,17,19,good
76,2,7,1,1,0,0,1,16,52,good
43,2,5,2,0,0,0,1,21,14,bad
468,4,5,14,2,0,7,1,19,26,good
38,2,3,0,0,0,0,1,29,1,bad
78,1,4,4,0,0,0,1,10,60,good
92,1,4,1,0,0,0,1,19,65,bad
37,2,3,1,0,0,0,1,11,18,good
43,3,3,0,0,0,0,1,34,1,bad
112,2,3,0,2,0,3,1,13,2,good
1255,10,3,1,0,0,4,1,20,1,good
90,3,6,2,0,0,1,1,15,54,good
644,6,6,14,7,0,9,1,19,34,good
73,6,3,0,0,1,1,1,35,1,bad
84,3,2,1,0,0,0,1,76,0,bad
83,2,3,0,0,0,2,1,15,6,good
42,2,4,0,0,0,0,1,15,19,good
38,2,3,0,0,0,1,1,25,1,bad
766,16,6,8,10,0,7,1,19,17,good
50,2,4,0,0,0,1,1,15,15,good
73,2,7,1,1,0,0,1,10,55,good
27,2,3,0,0,0,0,1,18,1,bad
116,4,5,2,0,0,0,1,23,85,bad
491,6,3,0,0,0,4,1,20,1,good
40,1,4,0,0,0,0,1,10,22,good
40,2,3,2,0,0,0,1,31,1,bad
40,2,3,0,0,0,1,1,16,1,good
92,2,3,1,1,0,3,1,15,6,good
171,2,6,1,2,0,2,1,15,65,good
90,2,10,2,0,0,0,0,21,62,bad
104,2,7,0,1,0,1,1,16,52,good
50,2,3,0,0,0,0,1,23,19,good
213,3,6,2,5,0,2,1,16,96,good
106,5,5,0,0,0,4,1,16,21,good
195,2,8,6,2,0,7,1,13,69,good
107,1,4,8,0,0,0,1,10,89,good
175,2,7,3,1,0,3,1,15,108,bad
766,16,6,7,13,0,7,1,19,17,good
84,3,2,1,0,0,0,1,76,0,bad
128,2,7,8,0,0,0,1,16,104,good
78,2,4,0,0,0,3,1,20,4,good
128,2,6,2,2,0,2,1,12,38,good
81,3,4,0,1,0,2,1,14,11,good
27,2,3,0,0,0,0,1,18,1,bad
67,2,5,1,0,0,0,1,14,44,good
43,2,4,0,0,1,0,1,15,20,good
38,1,4,0,0,0,0,1,26,4,bad
84,2,7,4,0,0,0,1,16,60,good
40,3,3,1,0,0,0,1,18,14,good
75,3,3,0,0,0,2,1,16,6,good
248,3,3,0,2,0,10,1,14,7,good
92,1,4,1,0,0,0,1,19,65,bad
55,3,3,0,0,0,1,1,16,12,good
1217,9,3,2,0,0,4,1,20,1,good
34,3,2,1,0,0,0,1,26,0,bad
153,1,5,7,0,0,1,1,12,63,good
43,3,4,0,0,0,0,1,10,25,good
68,2,6,1,0,0,0,1,36,24,bad
54,2,5,0,0,0,0,1,17,29,good
85,3,3,1,0,0,0,1,76,1,bad
41,2,3,0,0,0,0,1,32,1,bad
28,2,3,0,0,0,0,1,19,1,bad
36,3,4,0,0,0,0,1,9,19,good
30,2,3,0,0,0,0,1,21,1,bad
53,2,6,0,0,0,0,1,15,30,good
96,3,4,0,0,0,0,1,23,65,bad
92,1,4,1,0,0,0,1,19,65,bad
110,1,7,6,0,0,0,1,10,92,good
97,2,8,7,0,0,0,1,16,73,good
44,2,3,0,0,0,0,1,35,1,bad
38,1,5,0,0,0,0,1,18,12,bad
57,3,7,0,0,0,0,1,16,33,good
61,3,4,0,1,0,1,1,16,11,good
84,3,2,1,0,0,0,1,76,0,bad
42,3,4,0,0,0,0,1,28,6,bad
26,2,3,0,0,0,0,1,17,1,bad
42,2,4,0,0,0,0,1,15,19,good
85,3,3,1,0,0,0,1,76,1,bad
95,2,3,0,0,0,4,1,20,1,good
37,2,5,0,0,0,0,1,17,12,good
44,2,4,1,0,0,0,1,18,17,good
29,2,3,0,0,0,0,1,14,7,good
28,1,3,0,0,0,0,1,11,9,bad
103,4,3,0,0,0,0,1,80,15,bad
88,3,2,0,0,0,0,1,80,0,bad
26,1,3,0,0,0,0,1,17,1,bad
143,4,4,0,1,0,5,1,20,16,good
36,2,3,0,0,0,0,0,28,1,bad
93,1,5,1,0,0,0,1,19,66,bad
81,3,7,0,0,0,0,0,16,58,bad
52,2,6,0,0,0,0,1,13,31,bad
39,2,4,0,0,0,0,1,15,16,good
644,9,4,7,12,0,7,1,16,11,good
44,2,4,0,0,0,0,1,19,17,good
92,1,4,1,0,0,0,1,19,65,bad
557,2,4,10,6,0,4,1,14,14,good
44,2,5,0,1,0,0,1,17,19,good
44,2,3,0,0,0,0,1,35,1,bad
78,3,4,0,0,0,2,1,16,7,good
40,2,3,1,0,0,0,1,31,1,bad
116,2,6,0,2,0,3,1,16,59,good
106,4,5,0,0,0,0,1,23,75,bad
34,2,3,0,0,0,0,1,25,1,bad
42,2,3,1,0,0,1,1,15,6,good
33,2,3,0,0,0,0,0,25,1,bad
92,2,3,0,0,0,3,1,15,6,good
35,2,3,0,0,0,1,1,14,1,good
66,1,7,1,0,0,0,1,10,48,good
91,3,4,0,8,0,2,1,16,13,good
47,5,7,0,0,0,0,1,13,26,bad
18,1,3,0,0,0,0,1,4,6,bad
50,4,5,0,0,0,0,1,16,26,bad
84,1,7,2,1,0,0,1,10,66,good
108,4,5,0,0,0,0,1,23,77,bad
61,1,4,3,0,0,0,1,10,43,good
46,2,4,0,0,0,0,1,16,22,good
49,1,4,1,0,0,0,0,17,24,good
99,2,3,0,0,0,4,1,20,1,good
26,2,3,0,0,0,0,0,17,1,good
53,1,3,0,0,0,3,1,15,7,good
40,2,3,0,0,0,0,1,16,16,good
42,2,4,1,1,0,0,1,15,19,good
44,2,5,0,1,0,0,1,17,19,good
43,2,3,1,0,0,0,1,34,1,bad
85,3,3,1,0,0,0,1,76,1,bad
385,13,5,1,1,0,9,0,13,21,bad
50,1,4,0,0,0,2,1,15,10,good
320,7,5,2,4,0,9,1,19,14,good
285,6,4,1,2,0,4,1,19,14,good
84,3,2,1,0,0,0,1,76,0,bad
98,2,3,0,0,0,4,1,15,6,good
62,2,7,1,0,0,0,1,10,44,good
44,2,5,0,0,0,0,1,17,19,good
43,2,3,0,0,0,1,1,15,6,good
62,3,3,1,0,0,0,1,43,11,bad
62,2,3,0,1,0,1,1,15,8,good
88,3,2,0,0,0,0,1,80,0,bad
22,1,3,0,0,0,0,0,14,1,bad
27,2,3,0,0,0,0,1,18,1,bad
76,2,4,5,0,0,0,1,25,43,bad
51,1,4,0,0,0,2,1,15,10,good
102,3,7,0,0,0,2,1,15,10,good
170,2,7,0,5,0,4,1,16,48,good
50,2,6,0,0,0,0,1,15,10,good
42,2,4,0,0,0,0,1,15,19,good
93,1,5,1,0,0,0,1,19,66,bad
53,1,4,2,0,0,0,1,10,35,good
92,2,3,1,1,0,3,1,15,6,good
43,2,3,0,0,0,0,1,16,19,good
40,2,5,0,0,0,0,1,17,15,good
415,2,3,3,1,0,10,1,14,7,good
129,2,6,2,2,0,2,1,12,38,good
351,6,6,1,2,0,8,1,17,36,good
84,3,2,1,0,0,0,1,76,0,bad
21,1,3,0,0,0,0,1,12,1,bad
108,2,3,0,1,0,1,1,15,8,good
74,3,4,0,0,0,2,1,16,7,good
92,3,3,5,0,0,0,1,47,37,bad
44,2,3,2,0,0,0,1,35,1,bad
43,2,3,0,0,0,1,1,15,6,good
52,2,5,1,1,0,1,1,17,15,good
81,2,3,0,1,0,1,1,15,8,good
44,2,5,0,0,0,0,1,17,19,good
28,1,3,0,0,0,0,1,11,9,bad
62,3,3,4,0,0,0,1,53,1,bad
78,2,7,1,0,0,1,1,17,48,good
20,1,3,0,0,0,0,1,11,1,bad
66,2,3,0,0,0,4,1,20,1,good
47,2,4,0,0,0,0,1,14,25,good
167,2,7,2,0,0,3,1,15,108,bad
38,2,3,1,0,0,0,1,29,1,bad
475,13,5,6,2,0,10,0,14,21,bad
40,2,3,1,0,0,0,1,31,1,bad
84,3,2,1,0,0,0,1,76,0,bad
84,3,2,1,0,0,0,1,76,0,bad
24,1,2,1,0,0,0,0,17,0,bad
45,4,3,0,0,0,0,1,31,6,bad
64,2,7,1,0,0,0,1,14,42,bad
44,2,5,0,2,0,0,1,17,19,good
41,2,3,2,0,0,0,1,32,1,bad
64,2,5,2,0,0,0,1,17,39,good
111,3,6,1,0,0,0,1,21,82,bad
85,3,3,1,0,0,0,1,76,1,bad
86,2,3,0,0,0,4,1,20,1,good
42,2,3,2,0,0,0,1,19,15,bad
40,2,5,0,0,0,0,1,17,15,good
45,3,3,2,0,0,0,1,36,1,bad
52,2,5,0,1,0,1,1,17,15,good
77,3,3,0,0,0,2,1,16,6,good
44,2,5,0,0,0,0,1,17,19,good
39,1,3,2,0,0,0,0,11,21,bad
188,1,3,1,0,0,2,1,16,7,bad
88,3,2,0,0,0,0,1,80,0,bad
36,2,3,1,0,0,0,1,27,1,bad
156,2,7,4,2,0,1,1,19,69,good
85,3,3,1,0,0,0,1,76,1,bad
231,3,3,3,0,0,10,1,14,4,good
94,1,7,4,0,0,0,1,10,76,good
178,3,7,2,1,0,4,1,15,108,bad
31,2,3,0,0,0,0,1,22,1,bad
35,2,4,0,0,0,0,1,4,23,bad
60,3,4,0,1,0,1,1,16,11,good
72,2,7,0,0,0,0,1,15,10,good
35,2,3,1,0,0,0,1,26,1,bad
34,2,3,1,0,0,0,1,25,1,bad
84,3,2,1,0,0,0,1,76,0,bad
375,13,11,0,1,0,9,0,13,21,bad
84,3,2,1,0,0,0,1,76,0,bad
648,7,4,8,10,0,9,1,19,13,good
52,2,6,0,0,0,0,1,13,31,bad
72,2,6,2,0,0,0,1,15,49,good
96,3,4,0,0,0,0,1,23,65,bad
38,2,3,1,0,0,0,1,29,1,bad
38,3,3,1,0,0,0,1,29,1,bad
165,4,4,3,4,0,4,1,13,10,good
50,2,5,0,0,0,1,1,17,18,good
32,2,3,1,0,0,0,1,23,1,bad
51,3,3,1,0,0,0,1,42,1,bad
84,3,2,1,0,0,0,1,76,0,bad
88,3,2,0,0,0,0,1,80,0,bad
61,3,3,1,0,0,0,1,43,10,bad
106,3,4,1,0,0,2,1,25,40,good
322,7,7,0,4,0,8,1,19,36,good
74,2,4,3,0,0,0,1,14,52,good
49,2,7,0,0,0,0,1,15,10,good
107,2,7,8,0,0,0,1,10,89,good
44,2,5,1,0,0,0,1,17,19,good
28,2,3,1,0,0,0,1,19,1,bad
48,2,6,1,0,0,0,1,12,28,good
89,3,6,2,0,0,1,1,15,54,good
137,4,3,0,1,0,0,0,23,107,bad
85,3,3,1,0,0,0,1,76,1,bad
27,2,3,1,0,0,0,1,18,1,bad
22,2,2,0,0,0,0,1,14,0,bad
25,2,3,0,0,0,0,0,17,1,bad
27,2,3,1,0,0,0,1,18,1,bad
92,1,4,1,0,0,0,1,19,65,bad
41,2,2,2,0,0,0,0,34,0,bad
181,3,7,2,2,0,4,1,15,108,bad
35,1,3,0,0,0,0,1,16,11,good
521,4,5,15,2,0,6,1,19,26,good
123,3,5,2,0,0,0,1,19,96,bad
97,3,5,0,0,0,0,1,23,66,bad
44,2,5,0,1,0,0,1,17,19,good
35,2,3,1,0,0,0,1,26,1,bad
34,1,5,0,0,0,0,1,12,14,bad
78,2,9,0,0,0,0,1,20,50,good
72,2,3,1,0,0,4,1,20,1,good
22,2,3,0,0,0,0,1,13,1,bad
71,1,4,1,0,0,0,1,11,52,bad
31,2,3,1,0,0,0,1,22,1,bad
87,3,2,1,0,0,0,1,79,0,bad
85,1,5,4,0,0,1,1,12,19,good
26,2,2,0,0,0,0,0,19,0,bad
45,2,5,0,0,0,0,1,17,20,bad
20,1,3,0,0,0,0,1,11,1,bad
174,2,10,2,2,0,3,1,17,99,bad
77,2,7,1,0,0,1,1,17,48,good
34,2,3,1,0,0,0,1,25,1,bad
80,1,4,4,0,0,0,1,16,46,good
114,2,4,0,1,0,0,1,21,85,good
64,2,4,0,2,0,1,1,16,10,good
93,2,7,2,0,0,0,1,16,69,good
66,2,3,0,0,0,4,1,20,1,good
